files_changed_standardized,branches_count_standardized,time_since_previous_commit_standardized,time_since_previous_commit_days_standardized,commit_frequency_24h_standardized,commit_hour_standardized,commit_day_standardized,commit_month_standardized,commit_dayofweek_standardized,activity_frequency_standardized,activity_encoded_standardized,author_commit_count_standardized,author_unique_files_standardized,author_median_files_changed_standardized,file_reuse_standardized,branch_reuse_standardized,files_changed_rolling_avg_7d_standardized,branches_count_rolling_avg_7d_standardized,time_since_previous_commit_rolling_avg_7d_standardized,activity_frequency_rolling_avg_7d_standardized
-0.14444226676566488,1.0799979012709466,-8.764144282259189e-17,-5.777145889184525e-17,-0.016902868207148206,0.220458462345153,0.2707712612395392,0.8062662831305422,0.3416292714347995,-2.2422832717633474,0.38823937805906283,-0.5973323556124773,-0.19000465019907856,-0.08077404741893053,-8.27232865923399,-29.95211231713157,-1.0026866176656544,1.103346680791271,-0.0908492445182977,-8.834472509282836
-0.20923092495759749,1.0799979012709466,0.5062636746285154,0.5062636746285156,-0.016902868207148206,0.9624802839860805,0.2707712612395392,0.8062662831305422,0.3416292714347995,-0.07116203623921186,-1.3554330598015216,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.226339015169659,1.103346680791271,0.6304334298078986,-4.561557784439996
-0.1768365958616312,1.0799979012709466,3.59396822768267,3.593968227682671,-0.016902868207148206,0.9624802839860805,0.3852402549295626,0.8062662831305422,0.9499850229722275,-0.07116203623921186,-1.3554330598015216,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.226339015169659,1.103346680791271,3.803598622694629,-3.13725287615905
-0.1768365958616312,1.0799979012709466,-0.415590912460275,-0.415590912460275,-0.016902868207148206,0.9624802839860805,0.3852402549295626,0.8062662831305422,0.9499850229722275,-1.6420961231961488,-1.1542400862022233,-0.19916721986457367,0.9667547815812316,0.098037356591395,0.12088494560521916,0.033386626940097835,-1.226339015169659,1.103346680791271,2.5339368504367905,-3.9709531551791377
-0.14444226676566488,1.0799979012709466,-0.4883929968741757,-0.4883929968741757,-0.016902868207148206,0.9624802839860805,0.3852402549295626,0.8062662831305422,0.9499850229722275,-1.6420961231961488,-1.1542400862022233,-0.19916721986457367,0.9667547815812316,0.098037356591395,-8.27232865923399,0.033386626940097835,-1.181608535668858,1.103346680791271,1.730650828048154,-4.4711733225911905
-0.07965360857373226,1.0799979012709466,-0.2934510818916196,-0.29345108189161956,-0.016902868207148206,1.2592890126424516,0.3852402549295626,0.8062662831305422,0.9499850229722275,-2.2422832717633474,2.7354907367175416,-0.19916721986457367,0.9667547815812316,0.098037356591395,-8.27232865923399,0.033386626940097835,-1.0772374168336558,1.103346680791271,1.2877058602497404,-5.198389853706464
-0.1768365958616312,1.0799979012709466,-0.39072931381198067,-0.3907293138119808,-0.016902868207148206,1.2592890126424516,0.3852402549295626,0.8062662831305422,0.9499850229722275,-1.6420961231961488,-1.1542400862022233,-0.19916721986457367,0.9667547815812316,0.098037356591395,0.12088494560521916,0.033386626940097835,-1.0985376451673707,1.103346680791271,0.9317183143326949,-5.380341873496884
-0.20923092495759749,1.0799979012709466,-0.4880075457323417,-0.4880075457323416,-0.016902868207148206,1.2592890126424516,0.3852402549295626,0.8062662831305422,0.9499850229722275,-2.2428274124238796,0.05291775539356582,-0.19916721986457367,0.9667547815812316,0.098037356591395,-8.27232865923399,0.033386626940097835,-1.1424693661056573,1.103346680791271,0.6300791570915046,-5.812375929456647
-0.20923092495759749,1.0799979012709466,4.019988102194722,4.019988102194723,-0.016902868207148206,-2.0056070025776296,0.6141782423096094,0.8062662831305422,2.1666965260470836,-1.6420961231961488,-1.1542400862022233,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.1766384823909912,1.103346680791271,1.8227197927500303,-5.885673491988064
-0.20923092495759749,1.0799979012709466,4.262003237873757,4.262003237873759,-0.016902868207148206,-1.4119895452648876,0.7286472359996328,0.8062662831305422,-1.4834379831774844,-1.6420961231961488,-1.1542400862022233,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.2039737754192583,1.103346680791271,2.8457929370238575,-5.944311542013198
-0.20923092495759749,1.0799979012709466,11.70525751225962,11.705257512259621,-0.016902868207148206,-1.7087982739212586,1.072054217069703,0.8062662831305422,0.3416292714347995,-0.0004237503700044312,1.1930112724562556,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.226339015169659,1.103346680791271,5.610949872585612,-5.404847539431764
-0.20923092495759749,1.0799979012709466,2.0069213325738176,2.0069213325738184,-0.016902868207148206,0.36886282667333853,1.072054217069703,0.8062662831305422,0.3416292714347995,-2.2248707706263118,2.6013620876513426,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.2670030874431142,1.103346680791271,6.130821831683651,-5.3986168139273225
-0.20923092495759749,1.0799979012709466,-0.4025819364233768,-0.4025819364233768,-0.016902868207148206,0.517267191001524,1.072054217069703,0.8062662831305422,0.3416292714347995,-2.2248707706263118,2.6013620876513426,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-1.28225211454566,1.103346680791271,5.516754992635946,-5.679226623494543
0.6330216315375267,1.0799979012709466,0.0009854090768431803,0.0009854090768434533,-0.016902868207148206,0.9624802839860805,1.072054217069703,0.8062662831305422,0.3416292714347995,-1.6420961231961488,-1.1542400862022233,-1.1046718027751288,-1.0597110949058266,-0.08077404741893053,0.12088494560521916,0.033386626940097835,-0.8478503424705743,1.103346680791271,5.085616809696951,-5.740213344167225
-0.20923092495759749,1.0799979012709466,-0.4206017773041173,-0.4206017773041173,-0.016902868207148206,0.9624802839860805,1.072054217069703,0.8062662831305422,0.3416292714347995,-2.2422832717633474,0.7906253252576592,0.5393648867646026,1.0949670338721527,0.27684876060172053,-8.27232865923399,0.033386626940097835,-0.8908604189136522,1.103346680791271,4.6302637090642325,-5.961231855961197
0.8597819352092908,1.0799979012709466,-0.48593574584498384,-0.4859357458449837,-0.016902868207148206,0.9624802839860805,1.072054217069703,0.8062662831305422,0.3416292714347995,-2.2422832717633474,0.7906253252576592,0.5393648867646026,1.0949670338721527,0.27684876060172053,0.12088494560521916,0.033386626940097835,-0.4361005439888431,1.103346680791271,4.223213362804425,-6.152781232849306
