files_changed,branches_count,time_since_previous_commit,time_since_previous_commit_days,commit_frequency_24h,commit_hour,commit_day,commit_month,commit_dayofweek,activity_frequency,activity_encoded,author_commit_count,author_unique_files,author_median_files_changed,file_reuse,branch_reuse,files_changed_rolling_avg_7d,branches_count_rolling_avg_7d,time_since_previous_commit_rolling_avg_7d,activity_frequency_rolling_avg_7d,anomaly_score_iqr,is_anomaly_iqr,anomaly_score_zscore,is_anomaly_zscore,anomaly_score_percentile,is_anomaly_percentile_95,is_anomaly_percentile_99,is_anomaly_percentile_999,anomaly_score_combined,is_anomaly_combined,anomaly_score_robust,is_anomaly_robust,anomaly_score_final,is_anomaly_final
2,119,10169.547932904708,0.1177031010752859,0,16,18,9,3,2,31,258,1274,2.0,False,False,2.0,119.0,0.1177031010752859,2.0,0.2900805846548342,True,0.9672302445306792,True,0.0825081401385914,True,True,True,0.4101965048110905,True,0.5689546832261403,True,0.4771934131375613,True
0,119,20677.0,0.2393171296296296,0,21,18,9,3,3992,5,789,3078,4.0,False,True,1.0,119.0,0.1785101153524577,1997.0,0.0975063896898687,True,0.864387744879125,True,0.03066132275896,True,True,True,0.300832769474282,True,0.7612352561256088,True,0.4384476783633906,True
1,119,84762.0,0.9810416666666668,0,21,19,9,4,3992,5,789,3078,4.0,False,True,1.0,119.0,0.4460206324571941,2662.0,0.9431276481655848,True,1.3429735836870285,True,0.064196167136545,True,True,True,0.711508836410402,True,1.875966218224808,True,1.0565659043034916,True
1,119,1544.0,0.0178703703703703,0,21,19,9,4,1105,8,444,2898,3.0,True,True,1.0,119.0,0.3389830669354881,2272.75,0.1669739017914124,True,1.0057465102954783,True,0.0309084056530987,True,True,True,0.3641794858873067,True,0.6000825950752271,True,0.45092785320380413,True
2,119,33.0,0.0003819444444444,0,21,19,9,4,1105,8,444,2898,3.0,False,True,1.2,119.0,0.2712628424372794,2039.2,0.1274470281107429,True,0.9927141613015424,True,0.0303429326427825,True,True,True,0.3481855298807986,True,0.5063307700332002,True,0.414208723022067,True
4,119,4079.0,0.0472106481481481,0,23,19,9,4,2,66,444,2898,3.0,False,True,1.6666666666666667,119.0,0.2339208100557575,1699.6666666666667,0.1262075061324334,True,1.1151272120046387,True,0.0448429307990397,True,True,True,0.3903375877607375,True,0.8058348587311868,True,0.5230031269168247,True
1,119,2060.0,0.0238425925925925,0,23,19,9,4,1105,8,444,2898,3.0,True,True,1.5714285714285714,119.0,0.2039096361324482,1614.7142857142858,0.1344078251160232,True,1.0016607138705451,True,0.0379798310903231,True,True,True,0.3560124941320997,True,0.44361232713700005,True,0.40441517430347285,True
0,119,41.0,0.000474537037037,0,23,19,9,4,1,26,444,2898,3.0,False,True,1.375,119.0,0.1784802487455218,1413.0,0.1538789861106907,True,0.9961433891233482,True,0.0476396401893313,True,True,True,0.3640625686459442,True,0.42912196193109153,True,0.4066959943386154,True
0,119,93604.0,1.0833796296296296,0,1,21,9,6,1105,8,789,3078,4.0,False,True,1.2222222222222223,119.0,0.2790246243993116,1378.7777777777778,1.0184728259592897,True,1.646345505087789,True,0.0883856591328118,True,True,True,0.8347997629672483,True,1.8716184104356488,True,1.1562056001538847,True
0,119,98627.0,1.1415162037037037,0,5,22,9,0,1105,8,789,3078,4.0,False,True,1.1,119.0,0.3652737823297508,1351.4,1.1595592352354742,True,1.6702711727516453,True,0.1007767589987261,True,True,True,0.8892598259956263,True,1.9379495123972938,True,1.217139169845785,True
0,119,253111.0,2.929525462962963,0,3,25,9,3,4122,43,789,3078,4.0,False,True,1.0,119.0,0.5983875714782246,1603.2727272727273,3.175451870686635,True,2.5052602068201733,True,0.3423218677220707,True,True,True,1.8411423703408707,True,2.1493037238315837,True,2.0430844172651152,True
0,119,51823.0,0.5998032407407408,0,17,25,9,3,34,64,789,3078,4.0,False,True,0.8181818181818182,119.0,0.6422148569023569,1606.1818181818182,0.835418588797901,True,1.5858597924488445,True,0.1107667859792116,True,True,True,0.7706902287657083,True,2.396102806227904,True,1.2320369933634652,True
0,119,1814.0,0.0209953703703703,0,18,25,9,3,34,64,789,3078,4.0,False,True,0.75,119.0,0.5904465663580246,1475.1666666666667,0.474450080090721,True,1.3981696948156943,True,0.1012568926082002,True,True,True,0.6022886895152046,True,1.3133328023159332,True,0.8218023674576371,True
26,119,10190.0,0.1179398148148148,0,21,25,9,3,1105,8,21,53,2.0,True,True,2.6923076923076925,119.0,0.5540998931623932,1446.6923076923076,0.6522173202903806,True,1.2629130753017654,True,0.0875565965363863,True,True,True,0.6095617572921983,True,1.5327331661228378,True,0.8838550395628426,True
0,119,1440.0,0.0166666666666666,0,21,25,9,3,2,37,789,3078,4.0,False,True,2.5,119.0,0.5157118055555555,1343.5,0.4186591771421427,True,1.2699525956148403,True,0.0822692800857712,True,True,True,0.5394912438614035,True,0.9996104297777715,True,0.6926228706551314,True
33,119,84.0,0.0009722222222222,0,21,25,9,3,2,37,789,3078,4.0,True,True,4.533333333333333,119.0,0.4813958333333333,1254.0666666666666,0.7013942153248638,True,1.2761168239692933,True,0.0880584784935955,True,True,True,0.6284767031856854,True,1.5726248142975403,True,0.9095485830213232,True
