files_changed,branches_count,time_since_previous_commit,time_since_previous_commit_days,commit_frequency_24h,commit_hour,commit_day,commit_month,commit_dayofweek,activity_frequency,activity_encoded,author_commit_count,author_unique_files,author_median_files_changed,file_reuse,branch_reuse,files_changed_rolling_avg_7d,branches_count_rolling_avg_7d,time_since_previous_commit_rolling_avg_7d,activity_frequency_rolling_avg_7d,anomaly_score_iqr,is_anomaly_iqr
2,119,10169.547932904708,0.1177031010752859,0,16,18,9,3,2,31,258,1274,2.0,False,False,2.0,119.0,0.1177031010752859,2.0,0.2900805846548342,True
0,119,20677.0,0.2393171296296296,0,21,18,9,3,3992,5,789,3078,4.0,False,True,1.0,119.0,0.1785101153524577,1997.0,0.09750638968986879,True
1,119,84762.0,0.9810416666666668,0,21,19,9,4,3992,5,789,3078,4.0,False,True,1.0,119.0,0.4460206324571941,2662.0,0.9431276481655849,True
1,119,1544.0,0.0178703703703703,0,21,19,9,4,1105,8,444,2898,3.0,True,True,1.0,119.0,0.3389830669354881,2272.75,0.1669739017914124,True
2,119,33.0,0.0003819444444444,0,21,19,9,4,1105,8,444,2898,3.0,False,True,1.2,119.0,0.2712628424372794,2039.2,0.1274470281107429,True
4,119,4079.0,0.0472106481481481,0,23,19,9,4,2,66,444,2898,3.0,False,True,1.6666666666666667,119.0,0.2339208100557575,1699.6666666666667,0.1262075061324334,True
1,119,2060.0,0.0238425925925925,0,23,19,9,4,1105,8,444,2898,3.0,True,True,1.5714285714285714,119.0,0.2039096361324482,1614.7142857142858,0.13440782511602328,True
0,119,41.0,0.000474537037037,0,23,19,9,4,1,26,444,2898,3.0,False,True,1.375,119.0,0.1784802487455218,1413.0,0.15387898611069076,True
0,119,93604.0,1.0833796296296296,0,1,21,9,6,1105,8,789,3078,4.0,False,True,1.2222222222222223,119.0,0.2790246243993116,1378.7777777777778,1.0184728259592895,True
0,119,98627.0,1.1415162037037037,0,5,22,9,0,1105,8,789,3078,4.0,False,True,1.1,119.0,0.3652737823297508,1351.4,1.1595592352354742,True
0,119,253111.0,2.929525462962963,0,3,25,9,3,4122,43,789,3078,4.0,False,True,1.0,119.0,0.5983875714782246,1603.2727272727273,3.175451870686635,True
0,119,51823.0,0.5998032407407408,0,17,25,9,3,34,64,789,3078,4.0,False,True,0.8181818181818182,119.0,0.6422148569023569,1606.1818181818182,0.835418588797901,True
0,119,1814.0,0.0209953703703703,0,18,25,9,3,34,64,789,3078,4.0,False,True,0.75,119.0,0.5904465663580246,1475.1666666666667,0.47445008009072104,True
26,119,10190.0,0.1179398148148148,0,21,25,9,3,1105,8,21,53,2.0,True,True,2.6923076923076925,119.0,0.5540998931623932,1446.6923076923076,0.6522173202903806,True
0,119,1440.0,0.0166666666666666,0,21,25,9,3,2,37,789,3078,4.0,False,True,2.5,119.0,0.5157118055555555,1343.5,0.41865917714214274,True
33,119,84.0,0.0009722222222222,0,21,25,9,3,2,37,789,3078,4.0,True,True,4.533333333333333,119.0,0.4813958333333333,1254.0666666666666,0.7013942153248638,True
10,119,8602.0,0.0995601851851851,0,23,25,9,3,7,16,444,2898,3.0,True,True,5.2,119.0,0.4720787037037037,988.4,0.41294313693781093,True
6,119,3734.0,0.0432175925925925,0,0,26,9,4,3992,5,789,3078,4.0,True,True,5.25,119.0,0.4452748842592592,1176.125,0.3702544621062339,True
1,119,11166.0,0.1292361111111111,0,4,26,9,4,1105,8,444,2898,3.0,True,True,5.0,119.0,0.4266843681917211,1171.9411764705883,0.35361860212156226,True
3,119,12079.0,0.1398032407407407,0,7,26,9,4,4122,43,912,4112,2.0,True,True,4.888888888888889,119.0,0.4107465277777777,1335.8333333333333,0.3231900262374803,True
1,119,161.0,0.0018634259259259,0,7,26,9,4,6093,27,912,4112,2.0,False,True,4.684210526315789,119.0,0.3892263645224171,1586.2105263157894,0.2792965343232216,True
2,119,14419.0,0.166886574074074,0,11,26,9,4,4122,43,912,4112,2.0,True,True,4.55,119.0,0.3781093749999999,1713.0,0.2568681231496586,True
1,119,17813.0,0.2061689814814815,0,16,26,9,4,6093,27,444,2898,3.0,True,True,4.380952380952381,119.0,0.3699217372134039,1921.571428571429,0.22923041798749486,True
2,119,1822.0,0.0210879629629629,0,16,26,9,4,6093,27,789,3078,4.0,True,True,4.2727272727272725,119.0,0.3540656565656565,2111.181818181818,0.19639424123497934,True
9,119,5202.0,0.0602083333333333,0,18,26,9,4,7,16,444,2898,3.0,True,True,4.478260869565218,119.0,0.3412892512077294,2019.695652173913,0.19351464297720986,True
7,119,9124.0,0.1056018518518518,0,20,26,9,4,2880,23,8,14,2.0,False,True,4.583333333333333,119.0,0.3314689429012346,2055.5416666666665,0.18105337374269234,True
9,119,13485.0,0.1560763888888889,0,0,27,9,5,4122,43,789,3078,4.0,True,True,5.789473684210527,119.0,0.370553118908382,2428.684210526316,0.1808583357324131,True
5,119,101.0,0.0011689814814814,0,0,27,9,5,6093,27,789,3078,4.0,True,True,5.75,119.0,0.352083912037037,2611.9,0.14624427720239774,True
31,119,49.0,0.0005671296296296,0,0,27,9,5,4122,43,789,3078,4.0,True,True,6.9523809523809526,119.0,0.3353450176366842,2683.809523809524,0.4017381861585938,True
40,119,159334.0,1.8441435185185184,0,20,28,9,6,4122,43,789,3078,4.0,True,True,8.857142857142858,119.0,0.3715718694885361,2827.4761904761904,2.143394148938833,True
12,119,9250.0,0.1070601851851851,0,23,28,9,6,7,16,444,2898,3.0,True,True,9.0,119.0,0.359548611111111,2699.2727272727275,0.15854121787158382,True
9,119,12801.0,0.1481597222222222,0,3,29,9,0,1461,58,444,2898,3.0,True,True,9.0,119.0,0.3503577898550724,2645.4347826086955,0.14142508650016702,True
10,119,65871.0,0.7623958333333334,0,21,29,9,0,2880,23,789,3078,4.0,True,True,9.434782608695652,119.0,0.3338742954911433,2722.608695652174,0.6111286846659723,True
1,119,75.0,0.0008680555555555,0,21,29,9,0,4122,43,789,3078,4.0,True,True,9.083333333333334,119.0,0.3199990354938271,2780.9166666666665,0.1005209704548897,True
1,119,54008.0,0.6250925925925926,0,12,30,9,1,1105,8,912,4112,2.0,True,True,8.76,119.0,0.3322027777777777,2713.88,0.47017728012954524,True
7,119,6756.0,0.0781944444444444,0,14,30,9,1,4122,43,912,4112,2.0,True,True,8.692307692307692,119.0,0.3224332264957264,2768.038461538461,0.1039952169818456,True
24,119,16931.0,0.1959606481481481,0,18,30,9,1,2880,23,920,1985,3.0,True,True,9.25925925925926,119.0,0.3177490569272976,2772.185185185185,0.2798570740151376,True
6,119,5327.0,0.0616550925925925,0,20,30,9,1,2880,23,920,1985,3.0,True,True,9.142857142857142,119.0,0.3086028439153438,2776.035714285714,0.09054658591589977,True
2,119,8700.0,0.1006944444444444,0,22,30,9,1,7,16,444,2898,3.0,True,True,8.89655172413793,119.0,0.3014335887611749,2680.551724137931,0.09319229986104821,True
2,119,2957.0,0.034224537037037,0,23,30,9,1,7,16,444,2898,3.0,True,True,8.666666666666666,119.0,0.2925266203703703,2591.4333333333334,0.09363079725430097,True
1,119,982.0,0.0113657407407407,0,23,30,9,1,1105,8,21,53,2.0,True,True,8.419354838709678,119.0,0.2834569145758662,2543.483870967742,0.08994616104517567,True
15,119,52426.0,0.6067824074074074,0,14,1,10,2,2880,23,912,4112,2.0,True,True,8.625,119.0,0.2935608362268518,2554.0,0.48704258314372445,True
1,119,3794.0,0.043912037037037,0,15,1,10,2,5625,18,912,4112,2.0,True,True,8.393939393939394,119.0,0.2859957210998877,2647.060606060606,0.08227508498537392,True
2,119,30225.0,0.3498263888888889,0,23,1,10,2,2880,23,8,14,2.0,True,True,8.205882352941176,119.0,0.2878730936819171,2653.9117647058824,0.15413644514992672,True
2,119,54.0,0.000625,0,23,1,10,2,2880,23,8,14,2.0,True,True,8.028571428571428,119.0,0.2796660052910052,2660.3714285714286,0.07518851371579216,True
2,119,74.0,0.0008564814814814,0,23,1,10,2,4122,43,8,14,2.0,True,True,7.861111111111111,119.0,0.2719212962962962,2700.972222222222,0.06417072851318331,True
3,119,10770.0,0.1246527777777777,0,2,2,10,3,6093,27,8,14,2.0,True,True,7.72972972972973,119.0,0.267941066066066,2792.6486486486488,0.051673143783035475,True
4,119,7644.0,0.0884722222222222,0,5,2,10,3,1461,58,444,2898,3.0,True,True,7.837837837837838,119.0,0.1911558433433433,2720.7297297297296,0.027645903436778717,True
3,119,17124.0,0.1981944444444444,0,9,2,10,3,2880,23,912,4112,2.0,True,True,7.7105263157894735,119.0,0.1913410696881091,2724.9210526315787,0.02724132166551966,True
8,119,12202.0,0.1412268518518518,0,13,2,10,3,2880,23,912,4112,2.0,True,True,7.717948717948718,119.0,0.1900560897435897,2728.897435897436,0.02685748767740205,True
2,119,10209.0,0.1181597222222222,0,16,2,10,3,2880,23,920,1985,3.0,True,True,7.575,119.0,0.1882586805555555,2732.675,0.026492845388690348,True
22,119,12140.0,0.1405092592592592,0,19,2,10,3,1105,8,789,3078,4.0,True,True,8.333333333333334,119.0,0.1807707146248812,2829.333333333333,0.16994034711217146,True
1,119,4271.0,0.0494328703703703,0,20,2,10,3,1105,8,8,14,2.0,True,True,8.15,119.0,0.1774872685185184,2786.225,0.021323748576472883,True
5,119,25275.0,0.2925347222222222,0,3,3,10,4,7,16,444,2898,3.0,True,True,7.111111111111111,119.0,0.1976019161522633,2954.111111111112,0.017393691226873842,True
1,119,968.0,0.0112037037037037,0,3,3,10,4,1105,8,444,2898,3.0,True,True,6.945945945945946,119.0,0.1925641266266265,2904.135135135135,0.009942069703360638,True
3,119,3191.0,0.0369328703703703,0,4,3,10,4,6093,27,444,2898,3.0,True,True,7.0,119.0,0.1900694444444444,3038.945945945946,0.0,False
3,119,56473.0,0.6536226851851852,0,20,3,10,4,4122,43,920,1985,3.0,True,True,7.625,119.0,0.2215679253472222,2813.53125,0.3998324318774494,True
1,119,73.0,0.0008449074074074,0,20,3,10,4,4122,43,920,1985,3.0,True,True,7.424242424242424,119.0,0.2148793490460156,2853.181818181818,0.01486051280766126,True
6,119,3337.0,0.0386226851851851,0,21,3,10,4,4122,43,920,1985,3.0,True,True,7.393939393939394,119.0,0.2128496773288439,2890.818181818182,0.011227534146668031,True
5,119,11268.0,0.1304166666666666,0,0,4,10,5,4122,43,920,1985,3.0,True,True,7.323529411764706,119.0,0.2104251770152505,2927.029411764706,0.007732121386947187,True
9,119,157865.0,1.827141203703704,0,20,5,10,6,2880,23,920,1985,3.0,True,True,6.65625,119.0,0.2757432725694444,2751.9375,1.6427046239184258,True
3,119,64071.0,0.7415625,0,14,6,10,0,2880,23,920,1985,3.0,True,True,5.166666666666667,119.0,0.2488661265432098,2845.0666666666666,0.5001088634666211,True
2,119,4969.0,0.057511574074074,0,15,6,10,0,2880,23,920,1985,3.0,True,True,5.064516129032258,119.0,0.2426933990442054,2846.1935483870966,0.02336300191003689,True
7,119,7742.0,0.0896064814814814,0,17,6,10,0,2880,23,920,1985,3.0,True,True,5.125,119.0,0.2379094328703703,2847.25,0.018876130765924187,True
4,119,7154.0,0.0828009259259259,0,19,6,10,0,1461,58,8,14,2.0,True,True,5.090909090909091,119.0,0.233209175084175,2805.242424242424,0.019488026689860327,True
2,119,2374.0,0.0274768518518518,0,20,6,10,0,2880,23,920,1985,3.0,True,True,5.0,119.0,0.2271582244008714,2807.4411764705883,0.019275784614538948,True
6,119,15048.0,0.1741666666666666,0,0,7,10,1,1105,8,21,53,2.0,True,True,5.0,119.0,0.2161903759820426,2713.818181818182,0.028313064226266466,True
2,119,565.0,0.0065393518518518,0,0,7,10,1,1,61,21,53,2.0,True,True,4.911764705882353,119.0,0.2100241693899781,2634.029411764706,0.03601494801588698,True
2,119,478.0,0.0055324074074074,0,0,7,10,1,1461,58,21,53,2.0,False,True,4.828571428571428,119.0,0.2041815476190475,2600.514285714285,0.03925011013032764,True
4,119,43908.0,0.5081944444444444,0,13,7,10,1,2880,23,920,1985,3.0,True,True,4.914285714285715,119.0,0.2008416005291005,2651.228571428572,0.2669372829719181,True
1,119,1009.0,0.0116782407407407,0,13,7,10,1,4122,43,920,1985,3.0,True,True,4.805555555555555,119.0,0.1955870627572016,2692.083333333333,0.030411094777472128,True
1,119,983.0,0.0113773148148148,0,13,7,10,1,2880,23,920,1985,3.0,True,True,4.702702702702703,119.0,0.1906084209209209,2697.162162162162,0.02992084346264676,True
4,119,22.0,0.0002546296296296,0,13,7,10,1,4122,43,920,1985,3.0,True,True,4.684210526315789,119.0,0.1855991106237816,2734.657894736842,0.026301439695633907,True
1,119,127.0,0.0014699074074074,0,13,7,10,1,4122,43,920,1985,3.0,True,True,4.589743589743589,119.0,0.1808778490028489,2770.230769230769,0.022867646378211485,True
3,119,1394.0,0.0161342592592592,0,14,7,10,1,4122,43,920,1985,3.0,True,True,4.55,119.0,0.1767592592592592,2804.025,0.01960554272666014,True
3,119,885.0,0.0102430555555555,0,14,7,10,1,4122,43,920,1985,3.0,True,True,4.45,119.0,0.175060474537037,2804.025,0.01960554272666014,True
8,119,976.0,0.0112962962962962,0,14,7,10,1,205,55,920,1985,3.0,True,True,4.536585365853658,119.0,0.1710662262872628,2740.634146341464,0.025724561579509503,True
3,119,500.0,0.005787037037037,0,14,7,10,1,4122,43,920,1985,3.0,True,True,4.5,119.0,0.1671310074955908,2773.5238095238096,0.022549774406572645,True
6,119,72251.0,0.8362384259259259,0,10,8,10,2,4122,43,912,4112,2.0,True,True,4.2105263157894735,119.0,0.1961010599415204,2992.9210526315787,0.5690670145358913,True
12,119,34140.0,0.3951388888888889,0,20,8,10,2,2880,23,920,1985,3.0,True,True,4.216216216216216,119.0,0.1944941816816816,2921.783783783784,0.1392181962996353,True
1,119,62920.0,0.7282407407407407,0,13,9,10,3,5625,18,920,1985,3.0,False,True,4.290322580645161,119.0,0.2264732676224611,2920.483870967742,0.46573441113493064,True
4,119,4260.0,0.0493055555555555,0,14,9,10,3,4122,43,920,1985,3.0,True,True,4.28125,119.0,0.2209367766203703,2958.03125,0.004739562970608412,True
2,119,498.0,0.0057638888888888,0,15,9,10,3,2880,23,920,1985,3.0,True,True,4.212121212121212,119.0,0.2144163860830527,2955.6666666666665,0.004967812460254664,True
1,119,264.0,0.0030555555555555,0,15,9,10,3,4122,43,920,1985,3.0,True,True,4.117647058823529,119.0,0.2081998910675381,2989.970588235294,0.0016565091618988839,True
6,119,1633.0,0.0189004629629629,0,15,9,10,3,4122,43,920,1985,3.0,True,True,4.171428571428572,119.0,0.2027913359788359,3022.3142857142857,0.0,False
6,119,2077.0,0.0240393518518518,0,16,9,10,3,205,55,920,1985,3.0,True,True,4.285714285714286,119.0,0.2001021825396824,2945.885714285714,0.0059119523252935445,True
3,119,525.0,0.0060763888888888,0,16,9,10,3,4122,43,920,1985,3.0,True,True,4.25,119.0,0.1947125771604937,2978.555555555556,0.00275838421392862,True
2,119,16310.0,0.1887731481481481,0,20,9,10,3,1105,8,21,53,2.0,True,True,3.7714285714285714,119.0,0.2002423941798941,3032.0857142857144,0.0,False
1,119,828.0,0.0095833333333333,0,21,9,10,3,1461,58,21,53,2.0,False,True,3.6944444444444446,119.0,0.1949463091563785,2988.4444444444443,0.0018038254084771698,True
1,119,12.0,0.0001388888888888,0,21,9,10,3,4122,43,21,53,2.0,True,True,3.6216216216216215,119.0,0.1896812437437437,3019.0810810810813,0.0,False
1,119,3845.0,0.0445023148148148,0,22,9,10,3,6093,27,21,53,2.0,True,True,3.5526315789473686,119.0,0.185860745614035,3099.9736842105262,0.0,False
1,119,563.0,0.0065162037037037,0,22,9,10,3,1105,8,21,53,2.0,True,True,3.4871794871794872,119.0,0.1812621676163342,3048.8205128205127,0.0,False
3,119,56330.0,0.6519675925925926,0,13,10,10,4,4122,43,920,1985,3.0,True,True,3.5135135135135136,119.0,0.199473536036036,3130.297297297297,0.3794537554314091,True
2,119,220.0,0.0025462962962962,0,14,10,10,4,4122,43,920,1985,3.0,True,True,3.473684210526316,119.0,0.1942912402534112,3156.394736842105,0.0,False
3,119,5743.0,0.0664699074074074,0,15,10,10,4,2880,23,920,1985,3.0,True,True,3.4615384615384617,119.0,0.1910137701804368,3149.3076923076924,0.0,False
2,119,884.0,0.0102314814814814,0,15,10,10,4,2880,23,920,1985,3.0,True,True,3.425,119.0,0.1864942129629629,3142.575,0.0,False
8,119,8229.0,0.0952430555555555,0,18,10,10,4,4122,43,920,1985,3.0,True,True,3.5365853658536586,119.0,0.1842685749774164,3166.4634146341464,0.0,False
14,119,5817.0,0.0673263888888889,0,19,10,10,4,1,65,920,1985,3.0,True,True,3.7857142857142856,119.0,0.1814842372134038,3091.095238095238,0.041666666666666664,True
3,119,2791.0,0.0323032407407407,0,20,10,10,4,4122,43,920,1985,3.0,True,True,3.8536585365853657,119.0,0.1707359417344173,3065.951219512195,0.0,False
8,119,26008.0,0.3010185185185185,0,3,11,10,5,7,16,444,2898,3.0,True,True,3.875,119.0,0.1783038194444444,2936.675,0.02774337900701113,True
2,119,148707.0,1.7211458333333334,0,21,12,10,6,4122,43,920,1985,3.0,True,True,3.7,119.0,0.1756539351851851,2967.725,1.4754747932900343,True
27,119,169033.0,1.956400462962963,0,20,14,10,1,2880,23,920,1985,3.0,True,True,4.958333333333333,119.0,0.3008719135802468,3139.333333333333,1.9953703942913623,True
5,119,169782.0,1.9650694444444443,0,19,16,10,3,2880,23,920,1985,3.0,True,True,5.1875,119.0,0.4449522569444444,2876.5,1.9266749373762566,True
2,119,3604.0,0.0417129629629629,0,20,16,10,3,2880,23,920,1985,3.0,True,True,5.0,119.0,0.4212322984749455,2876.705882352941,0.18406309639946417,True
3,119,53916.0,0.6240277777777777,0,11,17,10,4,6093,27,912,4112,2.0,True,True,6.307692307692308,119.0,0.5796509971509971,3162.3846153846152,0.6675888135786492,True
4,119,124918.0,1.4458101851851852,0,21,18,10,5,4122,43,920,1985,3.0,True,True,7.166666666666667,119.0,1.292361111111111,3829.5,2.160335925847834,True
7,119,163571.0,1.8931828703703704,0,19,20,10,0,2880,23,920,1985,3.0,True,True,8.0,119.0,1.321033950617284,3622.5,2.643629710907266,True
1,119,578526.0,6.6959027777777775,0,11,27,10,0,5625,18,1,1,1.0,True,True,4.0,119.0,4.294542824074074,4252.5,10.275302375256295,True
7,119,13681.0,0.1583449074074074,0,15,27,10,0,2880,23,920,1985,3.0,True,True,5.0,119.0,2.915810185185185,3795.0,2.457956561152556,True
2,119,2742.0,0.0317361111111111,0,16,27,10,0,1105,8,291,605,3.0,True,True,4.25,119.0,2.1947916666666667,3122.5,1.7970845295222415,True
4,119,1481.0,0.0171412037037037,0,16,27,10,0,2880,23,912,4112,2.0,True,True,4.2,119.0,1.759261574074074,3074.0,1.3978858269435461,True
5,119,310.0,0.0035879629629629,0,17,27,10,0,2880,23,920,1985,3.0,True,True,4.333333333333333,119.0,1.4666493055555556,3041.6666666666665,1.1296829175742749,True
2,119,11074.0,0.1281712962962962,0,20,27,10,0,2880,23,920,1985,3.0,True,True,3.5,119.0,1.172480709876543,3041.6666666666665,0.8600535079612226,True
5,119,110.0,0.0012731481481481,0,20,27,10,0,375,39,920,1985,3.0,True,True,3.7142857142857135,119.0,1.0051653439153438,2660.714285714286,0.7401344854368545,True
7,119,36441.0,0.4217708333333333,0,6,28,10,1,2880,23,123,564,2.0,True,True,4.125,119.0,0.9322410300925924,2688.125,0.8149441671789065,True
1,119,14429.0,0.1670023148148148,0,10,28,10,1,1105,8,912,4112,2.0,True,True,3.7777777777777777,119.0,0.8472145061728394,2512.222222222222,0.6096934183076893,True
1,119,1728.0,0.02,0,10,28,10,1,1105,8,912,4112,2.0,True,True,3.5,119.0,0.7644930555555555,2371.5,0.5474561839405718,True
1,119,312.0,0.0036111111111111,0,10,28,10,1,1105,8,912,4112,2.0,True,True,3.272727272727273,119.0,0.6953219696969697,2256.3636363636365,0.49516919693718303,True
1,119,8190.0,0.0947916666666666,0,13,28,10,1,5625,18,1,1,1.0,True,True,3.083333333333333,119.0,0.6452777777777777,2537.083333333333,0.4222022021747081,True
11,119,11708.0,0.1355092592592592,0,16,28,10,1,2880,23,920,1985,3.0,True,True,3.692307692307693,119.0,0.6060648148148148,2563.4615384615386,0.3837140904109711,True
6,119,5617.0,0.065011574074074,0,17,28,10,1,2880,23,912,4112,2.0,True,True,3.857142857142857,119.0,0.5674181547619047,2586.0714285714284,0.3461087907473086,True
1,119,13775.0,0.1594328703703703,0,21,28,10,1,6093,27,789,3078,4.0,True,True,3.6666666666666665,119.0,0.540219135802469,2819.866666666667,0.2986107962384993,True
2,119,19.0,0.0002199074074074,0,21,28,10,1,2880,23,789,3078,4.0,True,True,3.5625,119.0,0.5064691840277777,2823.625,0.2673134383732637,True
2,119,29.0,0.0003356481481481,0,21,28,10,1,2880,23,789,3078,4.0,True,True,3.4705882352941178,119.0,0.4766966230936819,2826.9411764705883,0.2397043629503544,True
7,119,17.0,0.0001967592592592,0,21,28,10,1,2880,23,789,3078,4.0,True,True,3.6666666666666665,119.0,0.4502244084362139,2829.8888888888887,0.2151558901884966,True
1,119,68720.0,0.7953703703703704,0,16,29,10,2,5625,18,912,4112,2.0,True,True,3.526315789473684,119.0,0.4683899853801169,2977.0,0.7435523309270088,True
9,119,5677.0,0.0657060185185185,0,18,29,10,2,2880,23,920,1985,3.0,True,True,3.8,119.0,0.448255787037037,2972.15,0.19961924871569997,True
6,119,8979.0,0.1039236111111111,0,20,29,10,2,2880,23,912,4112,2.0,True,True,3.9047619047619047,119.0,0.43185901675485,2967.7619047619046,0.18501385293910375,True
3,119,6319.0,0.073136574074074,0,22,29,10,2,2880,23,123,564,2.0,True,True,3.863636363636364,119.0,0.4155534511784511,2963.7727272727275,0.1704535467833653,True
6,119,69042.0,0.7990972222222222,0,17,30,10,3,1105,8,21,53,2.0,True,True,3.9565217391304346,119.0,0.432229267310789,2882.9565217391305,0.7232931232728999,True
8,119,13727.0,0.1588773148148148,0,21,30,10,3,2880,23,123,564,2.0,True,True,4.125,119.0,0.4208396026234567,2882.833333333333,0.18311168560500224,True
10,119,32763.0,0.3792013888888889,0,6,31,10,4,2880,23,123,564,2.0,True,True,4.36,119.0,0.419174074074074,2882.72,0.2824059413791392,True
2,119,14553.0,0.1684375,0,10,31,10,4,2880,23,912,4112,2.0,True,True,4.269230769230769,119.0,0.4095303596866096,2882.6153846153848,0.1727668841886498,True
2,119,203476.0,2.355046296296296,0,19,2,11,6,2880,23,3,12,2.0,True,True,4.185185185185185,119.0,0.4815865054869683,2882.5185185185187,2.3580524272925247,True
3,119,108245.0,1.2528356481481482,0,1,4,11,1,2880,23,920,1985,3.0,True,True,4.285714285714286,119.0,0.3437863756613756,2956.333333333333,1.0986607928182521,True
2,119,56490.0,0.6538194444444444,0,17,4,11,1,2880,23,920,1985,3.0,True,True,4.375,119.0,0.4394155092592593,3141.4375,0.5694852252976494,True
2,119,882.0,0.0102083333333333,0,17,4,11,1,2880,23,920,1985,3.0,True,True,4.235294117647059,119.0,0.4141680283224401,3126.058823529412,0.16499834696563112,True
7,119,3489.0,0.0403819444444444,0,18,4,11,1,2880,23,920,1985,3.0,True,True,4.294117647058823,119.0,0.4127192265795207,3126.058823529412,0.163670402500016,True
3,119,17156.0,0.1985648148148148,0,23,4,11,1,6093,27,21,53,2.0,True,True,4.571428571428571,119.0,0.503900462962963,3178.785714285714,0.24724541116845394,True
1,119,105.0,0.0012152777777777,0,23,4,11,1,1105,8,21,53,2.0,False,True,4.333333333333333,119.0,0.4703881172839506,3040.5333333333333,0.21652862456068042,True
3,119,2678.0,0.0309953703703703,0,23,4,11,1,2880,23,920,1985,3.0,True,True,4.25,119.0,0.4429260706018518,3030.5,0.19135742837446343,True
2,119,124.0,0.0014351851851851,0,23,4,11,1,70,10,920,1985,3.0,True,True,4.117647058823529,119.0,0.4169560185185185,2856.3529411764707,0.18210817573429253,True
1,119,841.0,0.0097337962962962,0,0,5,11,2,4122,43,920,1985,3.0,True,True,3.9444444444444446,119.0,0.394332561728395,2926.6666666666665,0.15458466744038926,True
2,119,1767.0,0.0204513888888888,0,0,5,11,2,1105,8,21,53,2.0,True,True,3.842105263157895,119.0,0.3746546052631578,2830.7894736842104,0.14580309595478513,True
7,119,1567.0,0.018136574074074,0,1,5,11,2,4122,43,920,1985,3.0,True,True,4.0,119.0,0.3568287037037037,2895.35,0.12323228389359493,True
7,119,61004.0,0.7060648148148149,0,18,5,11,2,2880,23,920,1985,3.0,True,True,4.3,119.0,0.3523634259259259,2758.1,0.5671046995621827,True
1,119,4701.0,0.0544097222222222,0,19,5,11,2,1105,8,21,53,2.0,True,True,3.9,119.0,0.3517986111111111,2669.35,0.14043721808784468,True
1,119,1423.0,0.0164699074074074,0,19,5,11,2,1105,8,21,53,2.0,True,True,3.761904761904762,119.0,0.3358305776014109,2594.8571428571427,0.13299189618221793,True
6,119,7573.0,0.0876504629629629,0,21,5,11,2,2880,23,920,1985,3.0,True,True,3.761904761904762,119.0,0.3350556657848325,2594.8571428571427,0.1322816265658303,True
3,119,309.0,0.0035763888888888,0,21,5,11,2,2880,23,920,1985,3.0,True,True,3.727272727272727,119.0,0.3199884259259259,2607.818181818182,0.11722016891638092,True
5,119,6299.0,0.0729050925925925,0,23,5,11,2,2880,23,920,1985,3.0,True,True,3.8181818181818175,119.0,0.319977904040404,2607.818181818182,0.11721052475373755,True
5,119,5513.0,0.0638078703703703,0,1,6,11,3,4122,43,920,1985,3.0,True,True,3.869565217391304,119.0,0.308840076489533,2673.6521739130435,0.10064695007316317,True
4,119,57537.0,0.6659375,0,17,6,11,3,4122,43,920,1985,3.0,True,True,3.875,119.0,0.3237191358024691,2734.0,0.5021842265341651,True
6,119,3813.0,0.0441319444444444,0,18,6,11,3,4122,43,920,1985,3.0,True,True,3.875,119.0,0.292262249228395,2859.708333333333,0.06749231815027058,True
2,119,2547.0,0.0294791666666666,0,18,6,11,3,4122,43,920,1985,3.0,True,True,3.8,119.0,0.2817509259259259,2910.2,0.052983955906678426,True
4,119,3875.0,0.044849537037037,0,20,6,11,3,4122,43,920,1985,3.0,True,True,3.807692307692308,119.0,0.272639334045584,2956.8076923076924,0.04013347509679891,True
5,119,12668.0,0.1466203703703703,0,23,6,11,3,2880,23,21,53,2.0,True,True,3.692307692307693,119.0,0.272167913105413,2956.8076923076924,0.03970137951744539,True
1,119,10180.0,0.117824074074074,0,2,7,11,4,1105,8,32,33,1.0,True,True,3.592592592592593,119.0,0.2664514746227708,2888.222222222222,0.04108224633398014,True
1,119,9141.0,0.1057986111111111,0,4,7,11,4,6093,27,1,1,1.0,True,True,3.5,119.0,0.2607138723544973,3002.678571428572,0.024774977481236807,True
3,119,45361.0,0.5250115740740741,0,17,7,11,4,1105,8,291,605,3.0,True,True,3.2962962962962963,119.0,0.2695318930041152,2941.4814814814813,0.28852672045176875,True
8,119,152.0,0.0017592592592592,0,17,7,11,4,2880,23,21,53,2.0,True,True,3.4642857142857144,119.0,0.2599685846560846,2939.285714285714,0.03021107302117095,True
8,119,0.0,0.0,0,22,7,11,4,2880,23,123,564,2.0,True,True,3.8,119.0,0.2495405092592592,2935.333333333333,0.021034412059271687,True
9,119,17893.0,0.2070949074074074,0,22,7,11,4,2880,23,123,564,2.0,True,True,3.655172413793104,119.0,0.2581453544061302,2937.2413793103447,0.028737270840781575,True
4,119,3002.0,0.0347453703703703,0,23,7,11,4,5,4,123,564,2.0,True,True,3.806451612903226,119.0,0.2426116338112305,2840.8064516129034,0.023808065365312266,True
1,119,46339.0,0.5363310185185185,0,12,8,11,5,6093,27,10,22,1.0,True,True,3.71875,119.0,0.2517903645833333,2942.4375,0.2837362448231234,True
1,119,15220.0,0.1761574074074074,0,16,8,11,5,5625,18,10,22,1.0,True,True,3.636363636363636,119.0,0.2494984567901234,3023.7272727272725,0.014065310585566891,True
