files_changed,branches_count,time_since_previous_commit,time_since_previous_commit_days,commit_frequency_24h,commit_hour,commit_day,commit_month,commit_dayofweek,activity_frequency,activity_encoded,author_commit_count,author_unique_files,author_median_files_changed,file_reuse,branch_reuse,files_changed_rolling_avg_7d,branches_count_rolling_avg_7d,time_since_previous_commit_rolling_avg_7d,activity_frequency_rolling_avg_7d,anomaly_score_iqr,is_anomaly_iqr,anomaly_score_zscore,is_anomaly_zscore
1,119,4249.0,0.0491782407407407,0,17,12,5,1,4122,43,118,1134,2.0,True,True,4.968421052631579,119.0,0.0737599902534112,3310.8,0.0,False,0.5643809856138303,False
2,119,1158.0,0.0134027777777777,0,18,12,5,1,4122,43,224,982,5.0,True,True,4.9375,119.0,0.0731312692901234,3319.25,0.027777777777777776,True,0.6014017303660334,False
4,119,993.0,0.0114930555555555,0,18,12,5,1,1105,8,444,2898,3.0,True,True,4.927835051546392,119.0,0.0724958237877052,3296.422680412371,0.0,False,0.6765555972716754,False
1,119,7379.0,0.0854050925925925,0,20,12,5,1,5625,18,32,33,1.0,True,True,4.845360824742268,119.0,0.0723286559755631,3343.020618556701,0.0,False,0.6407024142411497,False
2,119,1568.0,0.0181481481481481,0,20,12,5,1,1105,8,29,195,2.0,True,True,4.816326530612245,119.0,0.0717757936507936,3320.183673469388,0.0,False,0.7405380158210684,False
1,119,1319.0,0.0152662037037037,0,21,12,5,1,1105,8,444,2898,3.0,True,True,4.777777777777778,119.0,0.0712049897119341,3297.808080808081,0.0,False,0.7074932012752152,False
1,119,36.0,0.0004166666666666,0,21,12,5,1,6093,27,920,1985,3.0,True,True,4.74,119.0,0.0704971064814814,3325.76,0.0,False,0.6211969572509439,False
1,119,194.0,0.0022453703703703,0,21,12,5,1,375,39,224,982,5.0,True,True,4.702970297029703,119.0,0.0698213467180051,3296.544554455445,0.027777777777777776,True,0.7392595089153299,False
6,119,2310.0,0.0267361111111111,0,21,12,5,1,6093,27,152,340,3.0,True,True,4.702970297029703,119.0,0.069322973964063,3328.3564356435645,0.0,False,0.6311327862883812,False
1,119,739.0,0.0085532407407407,0,22,12,5,1,1105,8,29,195,2.0,True,True,4.666666666666667,119.0,0.0687271922657951,3306.558823529412,0.0,False,0.7687543680686327,False
3,119,617.0,0.0071412037037037,0,22,12,5,1,1105,8,37,74,2.0,True,True,4.650485436893204,119.0,0.0681292700467457,3285.1844660194174,0.0,False,0.7727832191757696,False
1,119,2989.0,0.0345949074074074,0,23,12,5,1,3992,5,964,2657,1.0,True,True,4.676470588235294,119.0,0.0689442628903412,3237.058823529412,0.0,False,0.6880730357653573,False
4,119,800.0,0.0092592592592592,0,23,12,5,1,6093,27,152,340,3.0,True,True,4.742574257425742,119.0,0.0693471534653465,3250.386138613861,0.0,False,0.668074265546236,False
3,119,7960.0,0.0921296296296296,0,1,13,5,2,6093,27,123,564,2.0,True,True,4.725490196078432,119.0,0.0695705110748002,3278.2549019607845,0.0,False,0.6232236831192066,False
1,119,10101.0,0.1169097222222222,0,4,13,5,2,3992,5,964,2657,1.0,True,True,4.689320388349515,119.0,0.0700301150665228,3285.1844660194174,0.0,False,0.6199696956030268,False
1,119,11323.0,0.1310532407407407,0,7,13,5,2,5625,18,912,4112,2.0,True,True,4.653846153846154,119.0,0.0706168758903133,3307.6826923076924,0.0,False,0.6329025496144686,False
1,119,2018.0,0.0233564814814814,0,8,13,5,2,5625,18,964,2657,1.0,True,True,4.619047619047619,119.0,0.0701667768959435,3329.752380952381,0.0,False,0.6187665987680026,False
4,119,553.0,0.0064004629629629,0,8,13,5,2,6093,27,912,4112,2.0,True,True,4.613207547169812,119.0,0.0695652078965757,3355.8207547169814,0.0,False,0.6539824024665797,False
2,119,418.0,0.0048379629629629,0,8,13,5,2,6093,27,912,4112,2.0,True,True,4.588785046728972,119.0,0.0689602803738317,3381.4018691588785,0.0,False,0.6559626668690441,False
4,119,1469.0,0.0170023148148148,0,8,13,5,2,6093,27,912,4112,2.0,True,True,4.583333333333333,119.0,0.0684791881001371,3406.509259259259,0.0,False,0.6441342500049622,False
2,119,2755.0,0.031886574074074,0,9,13,5,2,6093,27,912,4112,2.0,True,True,4.559633027522936,119.0,0.0681434760448521,3431.1559633027523,0.0,False,0.6301876081741686,False
2,119,124.0,0.0014351851851851,0,9,13,5,2,5625,18,912,4112,2.0,True,True,4.536363636363636,119.0,0.067537037037037,3451.1,0.0,False,0.6486410978238619,False
1,119,1991.0,0.0230439814814814,0,10,13,5,2,1105,8,291,605,3.0,True,True,4.504504504504505,119.0,0.0671361986986986,3429.963963963964,0.0,False,0.6393572255715081,False
3,119,19520.0,0.2259259259259259,0,15,13,5,2,1105,8,37,74,2.0,True,True,4.491071428571429,119.0,0.0685539641203703,3409.2053571428573,0.0,False,0.6607772550886224,False
1,119,7468.0,0.0864351851851851,0,17,13,5,2,5625,18,1,1,1.0,True,True,4.388888888888889,119.0,0.0648433213305898,3419.111111111112,0.0,False,0.5818395454032289,False
8,119,8853.0,0.1024652777777777,0,20,13,5,2,4122,43,920,1985,3.0,True,True,3.897196261682243,119.0,0.0660634086188992,3412.542056074766,0.0,False,0.5216886774740166,False
1,119,118.0,0.0013657407407407,0,20,13,5,2,1461,58,152,340,3.0,True,True,3.87037037037037,119.0,0.0654643561385459,3394.472222222222,0.0,False,0.7448887462591696,False
3,119,1309.0,0.0151504629629629,0,20,13,5,2,2880,23,920,1985,3.0,True,True,3.8623853211009176,119.0,0.0650027607883112,3389.7522935779816,0.0,False,0.5488742943613841,False
4,119,7365.0,0.0852430555555555,0,22,13,5,2,2880,23,920,1985,3.0,True,True,3.898148148148149,119.0,0.0648188871742112,3381.1574074074074,0.0,False,0.5318430800246947,False
14,119,1603.0,0.0185532407407407,0,22,13,5,2,2880,23,444,2898,3.0,True,True,4.037383177570093,119.0,0.0654257528556593,3402.345794392523,0.041666666666666664,True,0.5688342685747673,False
1,119,13518.0,0.1564583333333333,0,2,14,5,3,1105,8,37,74,2.0,True,True,4.0,119.0,0.0686791938997821,3382.176470588235,0.0,False,0.7384556487296994,False
2,119,49.0,0.0005671296296296,0,2,14,5,3,1461,58,37,74,2.0,True,True,3.9805825242718447,119.0,0.0680179117224019,3363.52427184466,0.0,False,0.8230842375626171,False
3,119,1067.0,0.012349537037037,0,2,14,5,3,1105,8,37,74,2.0,True,True,3.9711538461538463,119.0,0.0674826388888888,3341.8076923076924,0.0,False,0.7716105657635887,False
1,119,8544.0,0.0988888888888888,0,5,14,5,3,3992,5,964,2657,1.0,True,True,3.9711538461538463,119.0,0.0677894631410256,3321.605769230769,0.0,False,0.6239283255543717,False
2,119,4680.0,0.0541666666666666,0,6,14,5,3,1105,8,37,74,2.0,True,True,3.952380952380953,119.0,0.0676597222222221,3300.495238095238,0.0,False,0.7261224773128656,False
1,119,20983.0,0.2428587962962963,0,12,14,5,3,5625,18,912,4112,2.0,True,True,3.9901960784313726,119.0,0.0698692810457516,3379.803921568628,0.0,False,0.6413524619187588,False
12,119,3348.0,0.03875,0,13,14,5,3,4122,43,912,4112,2.0,True,True,4.067961165048544,119.0,0.0695671521035598,3387.009708737864,0.013888888888888888,True,0.6042845496402953,False
1,119,821.0,0.0095023148148148,0,13,14,5,3,4122,43,912,4112,2.0,True,True,4.038461538461538,119.0,0.068989605591168,3394.076923076923,0.0,False,0.617570761563773,False
1,119,5738.0,0.066412037037037,0,15,14,5,3,5625,18,41,89,2.0,True,True,3.942307692307693,119.0,0.0679417067307692,3408.528846153846,0.0,False,0.5590068705693771,False
4,119,469.0,0.0054282407407407,0,15,14,5,3,5625,18,912,4112,2.0,True,True,3.942857142857143,119.0,0.067346340388007,3429.638095238095,0.0,False,0.6095890499065776,False
3,119,3361.0,0.0389004629629629,0,16,14,5,3,2880,23,41,89,2.0,True,True,3.933333333333333,119.0,0.0667132936507936,3429.638095238095,0.0,False,0.5483149259386256,False
2,119,2315.0,0.0267939814814814,0,16,14,5,3,3992,5,964,2657,1.0,True,True,3.9150943396226414,119.0,0.0663366963661774,3434.943396226415,0.0,False,0.5774480948357396,False
1,119,274.0,0.0031712962962962,0,17,14,5,3,3992,5,964,2657,1.0,True,True,3.88785046728972,119.0,0.0657463655244028,3440.1495327102803,0.0,False,0.5985266127866211,False
5,119,813.0,0.0094097222222222,0,17,14,5,3,2880,23,41,89,2.0,True,True,3.898148148148149,119.0,0.0652247299382715,3434.962962962963,0.0,False,0.5673851148071567,False
2,119,713.0,0.0082523148148148,0,17,14,5,3,375,39,224,982,5.0,True,True,3.880733944954129,119.0,0.0647020472307169,3406.8899082568805,0.027777777777777776,True,0.6598090134614792,False
1,119,522.0,0.0060416666666666,0,17,14,5,3,3992,5,964,2657,1.0,True,True,3.854545454545456,119.0,0.064168771043771,3412.2090909090907,0.0,False,0.6019769457453296,False
1,119,76.0,0.0008796296296296,0,17,14,5,3,3992,5,964,2657,1.0,True,True,3.7818181818181817,119.0,0.0636377314814814,3438.454545454545,0.0,False,0.6024952535144243,False
1,119,7199.0,0.0833217592592592,0,19,14,5,3,34,64,3,2,1.0,True,True,3.7818181818181817,119.0,0.0636740319865319,3383.3727272727274,0.0,False,0.8057007731304402,False
2,119,460.0,0.005324074074074,0,19,14,5,3,4122,43,224,982,5.0,True,True,3.765765765765766,119.0,0.0631483566900233,3390.027027027027,0.027777777777777776,True,0.5837442908020949,False
5,119,1072.0,0.0124074074074074,0,20,14,5,3,4122,43,152,340,3.0,True,True,3.7767857142857135,119.0,0.0626953124999999,3396.5625,0.0,False,0.5967971060282772,False
15,119,777.0,0.0089930555555555,0,20,14,5,3,2880,23,224,982,5.0,True,True,3.9017857142857135,119.0,0.0625387524801587,3367.875,0.08333333333333333,True,0.5784911108717194,False
3,119,43279.0,0.5009143518518518,0,8,15,5,4,6093,27,912,4112,2.0,True,True,4.153061224489796,119.0,0.0725516109221466,3461.418367346939,0.2251455765422246,True,0.7979728696579877,False
7,119,2993.0,0.0346412037037037,0,9,15,5,4,6093,27,152,340,3.0,True,True,4.181818181818182,119.0,0.0721686775158997,3488.0,0.0,False,0.590306376931472,False
1,119,6053.0,0.0700578703703703,0,10,15,5,4,4122,43,912,4112,2.0,True,True,4.15,119.0,0.0721475694444444,3494.34,0.0,False,0.6263361608848407,False
1,119,7671.0,0.0887847222222222,0,12,15,5,4,1105,8,552,1452,2.0,True,True,4.118811881188119,119.0,0.0723122937293729,3470.683168316832,0.0,False,0.5522800967441142,False
1,119,0.0,0.0,0,12,15,5,4,5625,18,552,1452,2.0,True,True,4.088235294117647,119.0,0.0716033496732025,3491.803921568628,0.0,False,0.5086081279338558,False
1,119,0.0,0.0,0,12,15,5,4,5625,18,552,1452,2.0,True,True,4.058252427184466,119.0,0.0709081715210355,3512.514563106796,0.0,False,0.5069744644490735,False
2,119,0.0,0.0,0,12,15,5,4,1105,8,552,1452,2.0,True,True,4.149532710280374,119.0,0.0682765446521287,3422.5140186915887,0.0,False,0.5995556061622462,False
5,119,0.0,0.0,0,12,15,5,4,1105,8,552,1452,2.0,True,True,4.169811320754717,119.0,0.0689206629979035,3444.377358490566,0.0,False,0.5908787657201628,False
16,119,0.0,0.0,0,12,15,5,4,1105,8,552,1452,2.0,True,True,4.161904761904762,119.0,0.0695770502645502,3466.657142857143,0.06944444444444445,True,0.6024386869167251,False
3,119,177.0,0.0020486111111111,0,12,15,5,4,1105,8,552,1452,2.0,True,True,4.048076923076923,119.0,0.0702460603632478,3489.3653846153848,0.0,False,0.5888166418059443,False
2,119,6403.0,0.0741087962962963,0,14,15,5,4,1105,8,552,1452,2.0,True,True,4.149532710280374,119.0,0.0659960193838698,3375.8971962616824,0.0,False,0.5558383930312772,False
1,119,190.0,0.002199074074074,0,14,15,5,4,1105,8,552,1452,2.0,True,True,4.12037037037037,119.0,0.0654053069272976,3354.8703703703704,0.0,False,0.5941522038936319,False
2,119,207.0,0.0023958333333333,0,14,15,5,4,1105,8,552,1452,2.0,True,True,4.10091743119266,119.0,0.0648272383622154,3334.229357798165,0.0,False,0.5953402002949093,False
1,119,21.0,0.0002430555555555,0,14,15,5,4,1105,8,552,1452,2.0,False,True,4.072727272727272,119.0,0.0642401094276094,3313.9636363636364,0.0,False,0.6012841153544581,False
1,119,3346.0,0.0387268518518518,0,15,15,5,4,1105,8,552,1452,2.0,True,True,4.063636363636364,119.0,0.0637313762626262,3268.6181818181817,0.0,False,0.5890891518928282,False
14,119,4118.0,0.047662037037037,0,16,15,5,4,4122,43,789,3078,4.0,True,True,4.154545454545454,119.0,0.063762521043771,3250.7,0.041666666666666664,True,0.6052779897245251,False
1,119,6472.0,0.0749074074074074,0,18,15,5,4,5625,18,11,13,1.0,True,True,4.165137614678899,119.0,0.0643647001359156,3258.880733944954,0.0,False,0.6411524359842956,False
3,119,179.0,0.0020717592592592,0,18,15,5,4,2880,23,102,426,2.0,True,True,4.154545454545454,119.0,0.0637984006734006,3255.436363636364,0.0,False,0.6085864933485112,False
0,119,2748.0,0.0318055555555555,0,19,15,5,4,1,34,3,2,1.0,False,True,4.117117117117117,119.0,0.0635101768435101,3226.117117117117,0.0,False,0.7626450962777015,False
2,119,4593.0,0.0531597222222222,0,20,15,5,4,205,55,224,982,5.0,True,True,4.098214285714286,119.0,0.0634177620701057,3199.1428571428573,0.027777777777777776,True,0.778823233296682,False
4,119,7559.0,0.0874884259259259,0,22,15,5,4,2880,23,920,1985,3.0,True,True,4.064220183486238,119.0,0.0645499915052667,3128.08256880734,0.0,False,0.5842705863032404,False
1,119,32.0,0.0003703703703703,0,22,15,5,4,4122,43,152,340,3.0,True,True,4.036363636363636,119.0,0.0639665404040403,3137.1181818181817,0.0,False,0.6802976457531573,False
2,119,890.0,0.0103009259259259,0,23,15,5,4,2880,23,75,344,3.0,True,True,4.018018018018018,119.0,0.063483066399733,3134.801801801802,0.0,False,0.6714755393936092,False
1,119,432.0,0.005,0,23,15,5,4,3992,5,964,2657,1.0,True,True,4.0,119.0,0.0636589856902356,3163.3636363636365,0.0,False,0.7075017994887314,False
6,119,1524.0,0.0176388888888888,0,23,15,5,4,2880,23,79,592,4.0,True,True,4.036363636363636,119.0,0.0637536826599326,3163.3636363636365,0.0,False,0.6567225973998327,False
1,119,22801.0,0.263900462962963,0,6,16,5,5,5625,18,1,1,1.0,True,True,3.6666666666666665,119.0,0.0679336419753086,3206.209523809524,0.0,False,0.7742991141057347,False
1,119,2414.0,0.0279398148148148,0,6,16,5,5,5625,18,912,4112,2.0,True,True,3.641509433962264,119.0,0.0675563417190775,3229.0283018867926,0.0,False,0.7577698939408022,False
14,119,40675.0,0.4707754629629629,0,18,16,5,5,2880,23,920,1985,3.0,True,True,3.7383177570093458,119.0,0.0713247447213568,3225.766355140187,0.23602391297922024,True,0.7298185365349189,False
1,119,390.0,0.0045138888888888,0,18,16,5,5,1,54,552,1452,2.0,True,True,3.712962962962963,119.0,0.070706125685871,3195.9074074074074,0.0,False,0.7466559482678942,False
17,119,15244.0,0.1764351851851852,0,22,16,5,5,4122,43,920,1985,3.0,True,True,3.834862385321101,119.0,0.0716761170574243,3204.4036697247707,0.08333333333333333,True,0.6536591430252463,False
3,119,78255.0,0.9057291666666668,0,20,17,5,6,1105,8,552,1452,2.0,True,True,3.851851851851852,119.0,0.0661123971193415,3207.4074074074074,0.6386834560018919,True,1.0352591249591778,True
3,119,2353.0,0.0272337962962962,0,20,17,5,6,1105,8,552,1452,2.0,True,True,3.844036697247706,119.0,0.0657557127081209,3188.119266055046,0.0,False,0.7152432554880522,False
1,119,860.0,0.0099537037037037,0,20,17,5,6,1105,8,552,1452,2.0,True,True,3.8181818181818175,119.0,0.0652484217171717,3169.181818181818,0.0,False,0.7297440314505547,False
1,119,52.0,0.0006018518518518,0,21,17,5,6,1105,8,552,1452,2.0,True,True,3.7927927927927927,119.0,0.0646660201868535,3150.5855855855857,0.0,False,0.745226075266822,False
1,119,47.0,0.0005439814814814,0,21,17,5,6,1105,8,552,1452,2.0,True,True,3.767857142857143,119.0,0.0640935019841269,3132.3214285714284,0.0,False,0.7481131476437906,False
1,119,510.0,0.0059027777777777,0,21,17,5,6,1105,8,552,1452,2.0,True,True,3.743362831858407,119.0,0.0635785398230088,3114.380530973451,0.0,False,0.7484129569772211,False
1,119,213.0,0.0024652777777777,0,21,17,5,6,1105,8,552,1452,2.0,True,True,3.719298245614035,119.0,0.063042458576998,3096.754385964912,0.0,False,0.7527524703286862,False
1,119,96.0,0.0011111111111111,0,21,17,5,6,1105,8,552,1452,2.0,True,True,3.695652173913044,119.0,0.0625039251207729,3079.4347826086955,0.0,False,0.7560883144821849,False
3,119,16017.0,0.1853819444444444,0,1,18,5,0,3992,5,92,182,2.0,True,True,3.689655172413793,119.0,0.0635632183908045,3087.301724137931,0.0,False,0.7799636006171687,False
1,119,16174.0,0.187199074074074,0,6,18,5,0,1105,8,1,1,1.0,True,True,3.6666666666666665,119.0,0.0646199351060461,3070.358974358974,0.0,False,0.8487995363885092,False
4,119,13620.0,0.1576388888888888,0,9,18,5,0,5625,18,41,89,2.0,True,True,3.669491525423729,119.0,0.0654082313245448,3092.008474576271,0.0,False,0.7006189874004511,False
5,119,23199.0,0.2685069444444444,0,16,18,5,0,2880,23,41,89,2.0,True,True,3.715517241379312,119.0,0.0604421096743294,3057.258620689656,0.0,False,0.6972466884767281,False
2,119,4476.0,0.0518055555555555,0,17,18,5,0,6093,27,37,74,2.0,True,True,3.724137931034482,119.0,0.0604127753831417,3109.1810344827586,0.0,False,0.6868399876248312,False
1,119,4011.0,0.0464236111111111,0,18,18,5,0,1105,8,789,3078,4.0,False,True,3.700854700854701,119.0,0.0602932098765431,3092.051282051282,0.0,False,0.7750845665681091,False
55,119,661.0,0.0076504629629629,0,18,18,5,0,4122,43,789,3078,4.0,True,True,4.135593220338983,119.0,0.0598470849026992,3100.7796610169494,0.6111111111111112,True,0.7753568798032373,False
1,119,7664.0,0.0887037037037037,0,21,18,5,0,1105,8,444,2898,3.0,False,True,4.108108108108108,119.0,0.0634103895562228,3080.5405405405404,0.0,False,0.7385615386240496,False
1,119,4536.0,0.0525,0,22,18,5,0,1461,58,41,89,2.0,True,True,4.137614678899083,119.0,0.0644160932721712,3046.6146788990827,0.0,False,0.8645439942294142,False
1,119,200.0,0.0023148148148148,0,22,18,5,0,6093,27,928,4418,3.0,True,True,4.109090909090909,119.0,0.0638515361952861,3074.309090909091,0.0,False,0.793655324759654,False
1,119,308.0,0.0035648148148148,0,22,18,5,0,1105,8,444,2898,3.0,True,True,4.081081081081081,119.0,0.0633084125792458,3056.5675675675675,0.0,False,0.7894411196611979,False
6,119,2401.0,0.0277893518518518,0,23,18,5,0,1105,8,444,2898,3.0,True,True,4.037037037037037,119.0,0.0648259602194787,3064.5925925925926,0.0,False,0.7760750804556391,False
16,119,4245.0,0.0491319444444444,0,0,19,5,1,6093,27,444,2898,3.0,True,True,4.00925925925926,119.0,0.0649111582647462,3110.777777777778,0.06944444444444445,True,0.7104852225481673,False
1,119,1670.0,0.0193287037037037,0,0,19,5,1,2880,23,920,1985,3.0,True,True,3.981651376146789,119.0,0.0644929706082228,3108.6605504587155,0.0,False,0.6957259895231931,False
2,119,57.0,0.0006597222222222,0,0,19,5,1,6093,27,152,340,3.0,True,True,3.963636363636364,119.0,0.0639126683501683,3135.7909090909093,0.0,False,0.7505406637622118,False
9,119,1309.0,0.0151504629629629,0,1,19,5,1,2880,23,10,46,4.0,True,True,3.7454545454545456,119.0,0.063704861111111,3124.5,0.0,False,0.7543701752113299,False
2,119,11933.0,0.1381134259259259,0,4,19,5,1,6093,27,444,2898,3.0,True,True,3.72972972972973,119.0,0.0643752085418751,3151.243243243244,0.0,False,0.6450962336065852,False
6,119,9834.0,0.1138194444444444,0,7,19,5,1,1105,8,912,4112,2.0,True,True,3.75,119.0,0.0648166749338624,3132.973214285714,0.0,False,0.7768831890843706,False
2,119,1047.0,0.0121180555555555,0,7,19,5,1,6093,27,123,404,2.0,True,True,3.734513274336283,119.0,0.0643503154703375,3159.16814159292,0.0,False,0.6872630730052678,False
3,119,9116.0,0.1055092592592592,0,10,19,5,1,2880,23,912,4112,2.0,True,True,3.699115044247788,119.0,0.0627789044575548,3148.1769911504425,0.0,False,0.6520150115886924,False
1,119,1704.0,0.0197222222222222,0,10,19,5,1,1105,8,552,1452,2.0,True,True,3.675438596491228,119.0,0.062401214262508,3130.254385964912,0.0,False,0.6664650849622317,False
3,119,4953.0,0.0573263888888888,0,11,19,5,1,1105,8,552,1452,2.0,True,True,3.669565217391305,119.0,0.0623570853462157,3112.6434782608694,0.0,False,0.6394256030215674,False
3,119,24.0,0.0002777777777777,0,11,19,5,1,1105,8,552,1452,2.0,True,True,3.663793103448276,119.0,0.0618219189016602,3095.336206896552,0.0,False,0.6682962007297084,False
1,119,511.0,0.0059143518518518,0,12,19,5,1,1105,8,552,1452,2.0,True,True,3.641025641025641,119.0,0.061344076448243,3078.324786324786,0.0,False,0.6636657819633087,False
5,119,528.0,0.0061111111111111,0,12,19,5,1,1105,8,552,1452,2.0,True,True,3.652542372881356,119.0,0.0608760004708097,3061.601694915254,0.0,False,0.658531359000039,False
1,119,2442.0,0.0282638888888888,0,12,19,5,1,1105,8,552,1452,2.0,True,True,3.630252100840336,119.0,0.0606019491129784,3045.159663865546,0.0,False,0.657897520771378,False
8,119,6928.0,0.0801851851851851,0,14,19,5,1,4122,43,912,4112,2.0,True,True,3.6271186440677967,119.0,0.0593269381669805,3057.084745762712,0.0,False,0.6618017642936526,False
4,119,8268.0,0.0956944444444444,0,17,19,5,1,1105,8,102,426,2.0,True,True,3.623931623931624,119.0,0.060020081513137,3073.769230769231,0.0,False,0.7086861785876161,False
7,119,1305.0,0.0151041666666666,0,17,19,5,1,6093,27,912,4112,2.0,True,True,3.652542372881356,119.0,0.0596394381669805,3099.35593220339,0.0,False,0.7007266703469849,False
5,119,505.0,0.0058449074074074,0,17,19,5,1,6093,27,152,340,3.0,True,True,3.6638655462184873,119.0,0.0591873832866479,3124.5126050420167,0.0,False,0.6517507132966825,False
3,119,3205.0,0.0370949074074074,0,18,19,5,1,1105,8,789,3078,4.0,True,True,3.692307692307693,119.0,0.0598830721747388,3107.4615384615386,0.0,False,0.7469052761196364,False
1,119,504.0,0.0058333333333333,0,18,19,5,1,1105,8,562,2573,3.0,False,True,3.669491525423729,119.0,0.0594250235404896,3090.491525423729,0.0,False,0.7106557373640523,False
1,119,3914.0,0.0453009259259259,0,19,19,5,1,4122,43,10,22,1.0,False,True,3.647058823529412,119.0,0.0593063336445689,3099.159663865546,0.0,False,0.6988577465886837,False
11,119,329.0,0.0038078703703703,0,19,19,5,1,6093,27,102,426,2.0,True,True,3.7083333333333335,119.0,0.0588438464506172,3124.108333333333,0.0,False,0.6760349928695468,False
3,119,6070.0,0.0702546296296296,0,21,19,5,1,4122,43,920,1985,3.0,True,True,3.810344827586207,119.0,0.0604313338122605,3144.0689655172414,0.0,False,0.6234634412658537,False
14,119,24.0,0.0002777777777777,0,21,19,5,1,1105,8,552,1452,2.0,True,True,3.897435897435898,119.0,0.0599172008547008,3126.641025641026,0.041666666666666664,True,0.6947650761258317,False
2,119,1105.0,0.0127893518518518,0,21,19,5,1,1105,8,29,195,2.0,True,True,3.8813559322033897,119.0,0.0595178123038292,3109.508474576271,0.0,False,0.7943123324883469,False
48,119,1023.0,0.0118402777777777,0,22,19,5,1,1105,8,789,3078,4.0,True,True,4.237288135593221,119.0,0.059391576428123,3067.237288135593,0.5138888888888888,True,0.8584380855950807,False
3,119,6415.0,0.0742476851851851,0,23,19,5,1,6093,27,152,340,3.0,True,True,4.295652173913044,119.0,0.0610687399355877,3093.3217391304347,0.0,False,0.667800359309602,False
1,119,2880.0,0.0333333333333333,0,0,20,5,2,205,55,964,2657,1.0,True,True,4.267241379310345,119.0,0.0608296416028096,3068.422413793104,0.0,False,0.8898757632686957,False
1,119,53.0,0.0006134259259259,0,0,20,5,2,3992,5,964,2657,1.0,True,True,4.239316239316239,119.0,0.0603149730927508,3076.31623931624,0.0,False,0.7545920902270589,False
3,119,12573.0,0.1455208333333333,0,4,20,5,2,6093,27,920,1985,3.0,True,True,4.239316239316239,119.0,0.0607713081671414,3076.31623931624,0.0,False,0.622594083834631,False
2,119,2563.0,0.0296643518518518,0,4,20,5,2,3992,5,964,2657,1.0,True,True,4.247863247863248,119.0,0.0600256212408989,3076.31623931624,0.0,False,0.7064617494094847,False
1,119,170.0,0.0019675925925925,0,4,20,5,2,3992,5,964,2657,1.0,True,True,4.220338983050848,119.0,0.0595336040489641,3084.076271186441,0.0,False,0.7208149383045339,False
1,119,160.0,0.0018518518518518,0,4,20,5,2,3992,5,964,2657,1.0,True,True,4.19327731092437,119.0,0.0590488834422657,3091.705882352941,0.0,False,0.7206163040312856,False
1,119,4508.0,0.0521759259259259,0,6,20,5,2,6093,27,123,564,2.0,True,True,4.166666666666667,119.0,0.0589916087962962,3116.7166666666667,0.0,False,0.6482231577943733,False
3,119,26.0,0.0003009259259259,0,6,20,5,2,6093,27,123,564,2.0,True,True,4.1570247933884295,119.0,0.0585065618304254,3141.314049586777,0.0,False,0.6661304113856408,False
1,119,10.0,0.0001157407407407,0,6,20,5,2,3992,5,964,2657,1.0,True,True,4.131147540983607,119.0,0.058027948542805,3148.286885245901,0.0,False,0.6996425393657812,False
2,119,2231.0,0.0258217592592592,0,6,20,5,2,2880,23,912,4112,2.0,True,True,4.113821138211383,119.0,0.0577661096055404,3146.1056910569105,0.0,False,0.694610361451521,False
4,119,16124.0,0.1866203703703703,0,11,20,5,2,1105,8,552,1452,2.0,True,True,4.25,119.0,0.0608003073116219,2980.3793103448274,0.002582340048335925,True,0.6236903850306121,False
2,119,14767.0,0.1709143518518518,0,15,20,5,2,2880,23,912,4112,2.0,True,True,4.230769230769231,119.0,0.0617414529914529,2979.521367521368,0.002665155912272591,True,0.6262778839560712,False
1,119,4011.0,0.0464236111111111,0,16,20,5,2,3992,5,964,2657,1.0,True,True,4.213675213675214,119.0,0.0602072451725229,3004.196581196581,0.00028329655934394957,True,0.6349565976185941,False
49,119,902.0,0.0104398148148148,0,16,20,5,2,4122,43,789,3078,4.0,True,True,4.593220338983051,119.0,0.0597854872881355,3013.669491525424,0.5277777777777778,True,0.6966240273813185,False
3,119,850.0,0.0098379629629629,0,17,20,5,2,6093,27,920,1985,3.0,True,True,4.579831932773109,119.0,0.059365760192966,3039.546218487395,0.0,False,0.5944941924685849,False
1,119,5073.0,0.0587152777777777,0,18,20,5,2,3992,5,964,2657,1.0,True,True,4.579831932773109,119.0,0.0591328197945844,3025.823529411765,0.0,False,0.6393455978184582,False
1,119,101.0,0.0011689814814814,0,18,20,5,2,3992,5,964,2657,1.0,True,True,4.55,119.0,0.0586497878086419,3033.875,0.0,False,0.6656936058625793,False
1,119,247.0,0.0028587962962962,0,18,20,5,2,3992,5,964,2657,1.0,True,True,4.520661157024794,119.0,0.0581887052341597,3041.793388429752,0.0,False,0.6646381982655976,False
4,119,8049.0,0.0931597222222222,0,20,20,5,2,2880,23,920,1985,3.0,True,True,4.529411764705882,119.0,0.0589496770930594,3046.0,0.0,False,0.5586034194053942,False
2,119,824.0,0.009537037037037,0,21,20,5,2,2880,23,41,89,2.0,True,True,4.508333333333334,119.0,0.0585379050925925,3044.616666666667,0.0,False,0.6621800323917024,False
4,119,990.0,0.0114583333333333,0,21,20,5,2,1105,8,79,592,4.0,True,True,4.504132231404959,119.0,0.0581488177226813,3028.586776859504,0.0,False,0.7559208309185741,False
2,119,4767.0,0.0551736111111111,0,22,20,5,2,6093,27,920,1985,3.0,True,True,4.487603305785124,119.0,0.0579003099173553,3055.1404958677685,0.0,False,0.6168034135934781,False
